mun,mun_name,gender,year,n_orp
8549,Piojó,Female,2015,2.5668594418116966
8558,Polonuevo,Female,2015,6.308547363793412
8560,Ponedera,Female,2015,9.052123891697075
8573,Puerto Colombia,Female,2015,15.31187791440424
8606,Repelón,Female,2015,10.737022760267548
8634,Sabanagrande,Female,2015,11.15092698770915
8638,Sabanalarga,Female,2015,33.30817218388194
8675,Santa Lucía,Female,2015,5.9142187881642085
8685,Santo Tomás,Female,2015,9.883262051468506
8758,Soledad,Female,2015,188.49679199143128
8770,Suan,Female,2015,4.712521506112551
8832,Tubará,Female,2015,5.606628264478683
8849,Usiacurí,Female,2015,4.186475741597575
11001,"Bogotá, D.C.",Female,2015,2518.9127882594266
13001,Cartagena De Indias,Female,2015,367.2024089513174
13006,Achí,Female,2015,9.977969519921215
13030,Altos Del Rosario,Female,2015,4.486514114756279
13042,Arenal,Female,2015,3.511906406123017
13052,Arjona,Female,2015,28.980784471477854
13062,Arroyohondo,Female,2015,4.084948241768553
13074,Barranco De Loba,Female,2015,6.213134347107776
13140,Calamar,Female,2015,9.945664779145696
13160,Cantagallo,Female,2015,3.2674086726609053
13188,Cicuco,Female,2015,5.691693609384096
13212,Córdoba,Female,2015,6.727047687549236
13222,Clemencia,Female,2015,6.30421826484428
13244,El Carmen De Bolívar,Female,2015,30.59097033638409
13248,El Guamo,Female,2015,3.716322623738701
13268,El Peñón,Female,2015,3.492943335362531
13300,Hatillo De Loba,Female,2015,5.299337572685946
13430,Magangué,Female,2015,55.75139125114392
13433,Mahates,Female,2015,11.346329344394503
13440,Margarita,Female,2015,4.352845834051855
13442,María La Baja,Female,2015,19.92110301963083
13458,Montecristo,Female,2015,6.537980320944444
13468,Mompós,Female,2015,17.847189460898907
13473,Morales,Female,2015,8.700410634886603
13490,Norosí,Female,2015,1.1136541345665916
13549,Pinillos,Female,2015,9.94264094629192
13580,Regidor,Female,2015,2.4639318770433647
13600,Río Viejo,Female,2015,4.336525502725375
13620,San Cristóbal,Female,2015,3.4323049774614955
13647,San Estanislao,Female,2015,7.689556129965081
13650,San Fernando,Female,2015,4.96342910683564
13654,San Jacinto,Female,2015,10.913016396321972
13655,San Jacinto Del Cauca,Female,2015,3.9283446106402984
13657,San Juan Nepomuceno,Female,2015,15.971844653962764
13667,San Martín De Loba,Female,2015,6.899696932788891
13670,San Pablo,Female,2015,11.512644836786487
13673,Santa Catalina,Female,2015,6.2731687720547304
13683,Santa Rosa,Female,2015,9.576437404141267
13688,Santa Rosa Del Sur,Female,2015,12.994974489493083
13744,Simití,Female,2015,7.389235281461707
13760,Soplaviento,Female,2015,4.25930164581982
13780,Talaigua Nuevo,Female,2015,5.251239849533383
13810,Tiquisio,Female,2015,7.364886779223598
13836,Turbaco,Female,2015,36.655757937027154
13838,Turbaná,Female,2015,6.541138384758922
13873,Villanueva,Female,2015,9.95287440200665
13894,Zambrano,Female,2015,5.270533268300083
15001,Tunja,Female,2015,65.2939409676301
15022,Almeida,Female,2015,0.8489393022565329
15047,Aquitania,Female,2015,5.709455538482439
15051,Arcabuco,Female,2015,1.9873232827875773
15087,Belén,Female,2015,2.7622217788497174
15090,Berbeo,Female,2015,0.6783936795813215
15092,Betéitiva,Female,2015,0.7415385726674276
15097,Boavita,Female,2015,2.3427532932591064
15104,Boyacá,Female,2015,2.2732186138463066
15106,Briceño,Female,2015,0.8828305418460615
15109,Buenavista,Female,2015,1.7078593491094831
15114,Busbanzá,Female,2015,0.363879575247209
15131,Caldas,Female,2015,1.3252235710533795
15135,Campohermoso,Female,2015,1.2353382991644977
15162,Cerinza,Female,2015,1.4004948009983482
15172,Chinavita,Female,2015,1.288096816545155
15176,Chiquinquirá,Female,2015,25.548206156948623
15180,Chiscas,Female,2015,1.8276383821102913
15183,Chita,Female,2015,3.636762603540654
15185,Chitaraque,Female,2015,2.3125066317082377
15187,Chivatá,Female,2015,0.9918336762770334
15189,Ciénega,Female,2015,1.7281562992408404
15204,Cómbita,Female,2015,3.6619074207365725
15212,Coper,Female,2015,1.4202006843681003
15215,Corrales,Female,2015,0.8946890302250199
15218,Covarachía,Female,2015,1.2588916292369345
15223,Cubará,Female,2015,4.032464403361548
15224,Cucaita,Female,2015,1.6741142952505597
15226,Cuítiva,Female,2015,0.676328734026281
15232,Chíquiza,Female,2015,1.9709257797113295
15236,Chivor,Female,2015,0.946991022471612
15238,Duitama,Female,2015,44.863194038123154
15244,El Cocuy,Female,2015,2.2941702259690366
15248,El Espino,Female,2015,1.0369577472196732
15272,Firavitoba,Female,2015,2.090501874371524
15276,Floresta,Female,2015,1.3707882371793692
15293,Gachantivá,Female,2015,1.1272896181320422
15296,Gámeza,Female,2015,1.98910838130439
15299,Garagoa,Female,2015,6.399916961673914
15317,Guacamayas,Female,2015,0.65047696956387
15322,Guateque,Female,2015,4.07960110433303
15325,Guayatá,Female,2015,1.1950256786619604
15332,Güicán De La Sierra,Female,2015,1.7963489216048407
15362,Iza,Female,2015,0.8531067372502408
15367,Jenesano,Female,2015,2.597942284594347
15368,Jericó,Female,2015,1.9625430858647055
15377,Labranzagrande,Female,2015,1.51834085771302
15380,La Capilla,Female,2015,0.8707996451091021
15401,La Victoria,Female,2015,0.5195741374778609
15403,La Uvita,Female,2015,1.2867549156751272
15407,Villa De Leyva,Female,2015,5.302746507209106
15425,Macanal,Female,2015,1.5370836955215323
15442,Maripí,Female,2015,2.6159331759502398
15455,Miraflores,Female,2015,3.345261569535011
15464,Mongua,Female,2015,2.111667343669537
15466,Monguí,Female,2015,1.5384046982317452
15469,Moniquirá,Female,2015,9.56147194823105
15476,Motavita,Female,2015,2.413492829011113
15480,Muzo,Female,2015,3.291781283059754
15491,Nobsa,Female,2015,5.0960956149637635
15494,Nuevo Colón,Female,2015,2.004677385636767
15500,Oicatá,Female,2015,1.024633635299894
15507,Otanche,Female,2015,3.1912322843512637
15511,Pachavita,Female,2015,0.8899537143374052
15514,Páez,Female,2015,1.2133950496131893
15516,Paipa,Female,2015,11.759220514956247
15518,Pajarito,Female,2015,0.8461637829176871
15522,Panqueba,Female,2015,0.6868958694468906
15531,Pauna,Female,2015,2.926405711825565
15533,Paya,Female,2015,1.0599717746203452
15537,Paz De Río,Female,2015,1.456657941675117
15542,Pesca,Female,2015,2.504219581494342
15550,Pisba,Female,2015,0.7047155364312679
15572,Puerto Boyacá,Female,2015,24.75590912880609
15580,Quípama,Female,2015,2.2414764947479955
15599,Ramiriquí,Female,2015,3.5354191128464456
15600,Ráquira,Female,2015,2.627800136606955
15621,Rondón,Female,2015,0.9680122834998443
15632,Saboyá,Female,2015,5.119421517134314
15638,Sáchica,Female,2015,1.7929885800595051
15646,Samacá,Female,2015,7.827191943168529
